user_id,item_id,timestamp
AEMJ2EG5ODOCYUTI54NBXZHDJGSQ,B07G584SHG,1602133857705
AEEJBFZKUBEEMBZUZJV4UHFVEEBQ,B07QL1JRCN,1609110735433
AGSVZNZBTSGQBKZDZTQYEZHGDPCQ,B07RBYJN37,1609937315319
AFDERNB6BIR3U2DOR3S2KX7KJJXQ,B07KM6T8GV,1616156351887
AE6P2YJ6FKX332MD56GPJFSHXNJQ,B07NVL6TJG,1559533206066
AFMXU7O2HQESL2TVDORFT7I4RERA,B07G584SHG,1650927113277
AFLEYMGJJMUI56ZXF532JFJKWFXA,B07G584SHG,1609270300345
AG5GIO67ESN327DMWJHWXG3EL5QA,B07NVL6TJG,1617472227334
AEDTXOC3YW6O7P2UPM22VNNRF77A,B07R7WVRGL,1563230263551
AFF7ENSBOBGYJQANUB6RZVFDE4NQ,B08D9S6BZY,1598688656186
AG5XF3LZRFNR5K56OOWDSJXM7NYA,B08C7HCJGF,1626458993562
AG4BUOZCUIKY43NIK4QUTD6374MA,B08C7HCJGF,1608676160115
AHKPJVZVESMLP34MSYFZFUDV5BNQ,B07VGNQD8K,1596862784555
AE4ZYPZMKVBHBVXNRCD7R5JNIKCQ,B07S5S45K7,1610832915280
AFLLGJPI7I54MWNHW25OLQPK7V6A,B0742LVLMJ,1600712501862
AFCY4QBVMPNTVS5CJDWJQ56CWU4Q,B07G4ZWJB6,1675051414404
AHJYOD56GVUHGUW6NV4US7JR6NDA,B08MV51CXP,1624430585090
AH4LUJSCOI4XRLP4TEHTLRIYNPTQ,B07H3QNJ1Q,1597516029429
AG3FWB2CWUXXPB3LKMG5FPROGAKQ,B07RBYJN37,1568664117439
AHPHCA7LTSU72QBEG3AAIQQDP57A,B07DX25MZK,1599742459262
AHWBCULLVSL23PERUQAH7UQFGGTA,B07RBYJN37,1668460481618
AFLAPQQSNRQLZQY2UOGVDNKPHOHQ,B07NVL6TJG,1555799340378
AH5L5W3MIS6BWFWAGJB37HHCKGWQ,B07GC3X8V7,1599190397124
AEB5OY77PKCKVB2O2XKHXTWCVZRQ,B01M7UD21X,1600220601864
AHMKVNEAA3COWJYP5Z6IIKRWNJ4A,B07NL8P5Q6,1589912363533
AF273HZCHBNBMV7VCKY75PIYXSEA,B07H3QNJ1Q,1593940622450
AF273HZCHBNBMV7VCKY75PIYXSEA,B0742LVLMJ,1572017129719
AHBBFPW25VRD5O7H3RBKCTQKI6PQ,B07WFHJDB7,1609188064852
AHWQI5RDKU3AHHGKAKNLB6BMQSFQ,B08W59Z9WW,1661172011445
AHTDREL6WJZKDE6HX5S3PYVSUXOA,B01M7UDAVI,1527642051491
AHXH4N23PVLRJPYDYJPQWOR4LN4A,B08425CZRC,1614277955626
AHTKWGXRYOT4YWOUZRMH43RMB2QQ,B07SDGKP88,1563235111214
AGBOU4ZTPFCKK3ZIOG33RJZHYI2A,B01M71IUZ7,1564149648753
AFSYLSITUKYVA3B2HF22RFHGJSPQ,B07G584SHG,1614304823193
AE2YX6ZQCKCXXTFMAN73LIMO6Z4Q,B07H3QNJ1Q,1578930178628
AG2VBRYCITNPSMKEHAMTMVXYU37Q,B07VGNQD8K,1613454556130
AEMF2RNAUAQHTZ55AZF4KKO5AK6A,B07MFQFKGD,1660317421122
AF4DMBKJFEMOESKAY5CZ57ZRZZOA,B07XZ9MXHJ,1602001448231
AFMIN2AREXK6FNPO6CN3ZBCUSY3A,B07XGDM47D,1592005604678
AFMIN2AREXK6FNPO6CN3ZBCUSY3A,B081JS67KV,1592005396261
AHLAAYB3KK655TNB2RM6CBLUNPJA,B08GZ1KQTB,1663863395949
AEHMADNDB7UFUHLIIFNJVJGSXBCQ,B07G584SHG,1568942627134
AGOOKGEVJIGBAPPGJPIVEUMTX2IA,B0742LVLMJ,1570541419561
AFL76DFLPXHS64262BXHTO23EWHQ,B07MGJZ2MH,1566443478421
AF5B3N4SLXNXT3KXUGKZ3T3AJ6QA,B0742LVLMJ,1562600821752
AF2KD7BOJT3KQE2UAEMUTBBLUH4Q,B087YPRGKB,1603474581779
AELY2UV2KWFO44FH6LHW26U6RAWQ,B08667FB4J,1610320122987
AEJ57B375ZNG22R3ZWVTSLNYKJEA,B07G584SHG,1588911318497
AHSVMFADS5Z3JNOVGVGNFBAFG7UA,B07S5C7LR4,1564508629289
