user_id,item_id,timestamp
0,0,116831578705
1,1,123808456433
2,2,124635036319
3,3,130854072887
4,4,74230927066
5,0,165624834277
6,0,123968021345
7,4,132169948334
8,5,77927984551
9,6,113386377186
10,7,141156714562
11,7,123373881115
12,8,111560505555
13,9,125530636280
14,10,115410222862
15,11,189749135404
16,12,139128306090
17,13,112213750429
18,2,83361838439
19,14,114440180262
20,2,183158202618
21,4,70497061378
22,15,113888118124
23,16,114918322864
24,17,104610084533
25,13,108638343450
25,10,86714850719
26,18,123885785852
27,19,175869732445
28,20,42339772491
29,21,128975676626
30,22,77932832214
31,23,78847369753
32,0,129002544193
33,13,93627899628
34,8,128152277130
35,24,175015142122
36,25,116699169231
37,26,106703325678
37,27,106703117261
38,28,178561116949
39,0,83640348134
40,10,85239140561
41,29,81141199421
42,10,77298542752
43,30,118172302779
44,31,125017843987
45,0,103609039497
46,32,79206350289
47,33,89400437463
48,0,88088393220
49,34,170334911510
49,35,170334457961
49,36,170334090670
50,10,81372103140
51,10,42941455450
52,10,37559291853
53,1,84733057672
54,37,97213514411
55,38,89228802684
56,37,126405135064
57,39,94234439381
58,40,78996754510
58,41,76789169142
59,0,118185129037
60,5,133998698397
61,10,79747876651
62,42,149717901016
63,43,118899091269
64,10,55280165384
65,10,112641211984
66,18,86635869013
67,10,32538132168
68,10,53737680425
69,44,78826288026
69,45,78826155943
69,23,71817725467
70,10,68499696522
71,10,33742355598
72,46,108418277909
73,47,109945866388
74,48,146254437288
75,49,91128432773
76,0,116654185176
77,50,167525539743
78,10,97491404459
79,51,136828074179
80,52,110172316323
81,20,51583711768
82,53,81659318444
83,54,140999418142
84,10,62951404449
85,55,173662274054
86,39,128552338728
87,56,129565860159
88,3,177530948862
89,53,125420388700
90,29,134250851100
91,57,73535774870
92,58,156991749807
93,59,177090570057
94,11,80616355132
95,60,136481405809
95,0,116603904828
96,61,87805603854
97,10,49070621785
98,10,132381260837
98,50,125675454773
99,62,149129358241
100,63,106091588411
101,0,63286866168
102,16,44054032598
103,10,110689534927
104,10,112225277727
105,39,122702337054
106,8,111830505147
106,64,65475712188
106,65,62872247709
107,39,124578288956
108,10,110471064535
109,23,25994230003
110,66,108397379414
111,67,85434078725
112,68,172561366859
113,10,96453971586
114,29,93900987240
115,53,55627561738
116,69,160886219577
117,4,142219285268
118,39,104372465410
119,53,124513577527
120,70,47857691086
121,71,140647864397
122,72,71803806274
123,23,6320530000
124,18,89956743227
125,16,33777193405
126,25,129143271711
127,73,178985027508
128,10,59709920782
129,74,128789469901
130,29,69993381397
131,1,104457087613
132,39,94110485758
133,75,149307964216
134,76,138068950606
135,77,67463298328
136,78,126004165275
137,10,93419433004
138,79,106353935260
139,80,133372700212
140,81,111085064244
141,10,60326868250
142,82,114702665036
143,64,123683959168
144,83,142363817706
145,84,156002498251
146,42,126996633782
147,23,76777729166
148,0,167919012525
149,85,121298519461
150,86,167670832418
151,74,123843739060
152,87,108094450737
152,45,108093776621
153,88,124655420811
154,89,182367558195
155,5,80675068910
156,90,193272128665
156,91,193272073682
157,92,156732324162
158,93,66605397142
159,20,45609181782
160,94,138396875941
161,16,69282916051
162,95,129711774000
162,96,121216836656
163,11,120259873981
164,5,142169282407
165,0,86752588704
166,23,19508172608
167,97,128365855651
168,98,117305223803
169,99,154381948780
170,100,93458164940
170,8,93224272811
171,49,106713947564
172,10,40503520238
173,33,166045184112
174,101,137438561441
175,102,69528943439
176,10,33938188575
177,0,82851056939
178,103,90519475731
179,8,120706349052
180,4,108804427892
180,10,104626186259
181,0,57456100332
182,10,33688392532
183,10,58660277917
184,13,76040637798
185,104,169944343586
186,105,50613361669
187,20,617943000
188,10,42677885851
189,106,55313367374
190,0,80820454383
191,52,105647285684
192,101,171324915165
193,1,85882698433
193,10,69808380298
194,10,151525999606
195,10,104088986998
196,3,121833463862
197,107,182449970372
197,108,182449450797
198,10,121641267101
199,53,139098548501
199,16,71606476844
200,109,82676710019
201,10,124073231469
202,10,115478963343
203,4,75008482212
204,10,67629430054
205,20,61602901804
206,10,95874922204
207,84,111867499082
208,47,112467732265
209,23,24862770831
210,110,129535131716
211,111,110849451457
212,112,71727141860
213,113,132096408085
214,23,25902649696
215,20,849540000
216,71,160767336115
217,20,30671462382
218,114,95201051013
219,1,95551628989
220,115,122690632512
221,8,127024347392
222,71,83635152896
223,0,80609883544
224,23,7949936000
225,116,110859259985
226,58,133675923451
227,88,115438667373
228,117,156126601348
229,118,168094958097
230,1,86100596282
231,119,137484131162
232,94,133450100278
233,16,77331456278
234,71,77508088247
235,10,76824122946
236,120,128714673120
237,121,122407175828
238,122,135197856856
239,5,148589672250
240,83,176768338353
241,10,44254549303
242,1,120685502852
243,123,124411837156
244,10,168920083829
245,124,148879524349
245,105,63678621004
246,64,78862219611
247,25,128813655034
248,125,106662927971
249,67,89326455812
250,10,96429073874
251,47,105463525677
252,4,132084571904
253,10,41311977112
254,16,74825624532
255,126,90556352999
256,13,57814659363
257,8,170308269746
258,127,153096528642
259,128,69995468681
260,129,160425367122
261,130,58584903684
262,23,44934119028
263,131,121363629605
264,10,34577229535
265,102,68690265851
266,132,134770670516
267,0,53221694628
268,16,81445528085
269,133,165266135037
270,134,130923974611
271,135,185895943718
272,136,149095439266
273,137,174782261533
274,138,132717403953
275,106,67196923192
276,139,66608408462
277,10,43038299553
278,0,82262346917
279,10,73431566793
280,2,90175308146
281,0,141533569032
282,140,92755539496
283,141,54330839723
284,142,170800787890
285,143,77033178226
286,10,71104361192
287,144,123710905499
288,10,18103963746
289,145,63421064865
290,33,96223721364
291,146,70731499108
291,16,31601004516
292,147,129343013301
293,148,183441133952
294,47,81435002442
295,10,133126129337
296,149,164297216345
297,150,121039474265
298,10,114463702578
299,10,39480766835
300,16,38410066262
301,39,102302142737
302,5,123106878683
303,10,128283287226
304,151,143406816964
305,8,97122807698
305,152,97122597522
306,153,166124117633
307,20,33916583395
308,0,134842709815
309,102,61402078531
310,88,134373126517
311,102,49291997322
312,70,53442377186
313,5,77564886595
314,20,13017820208
315,47,94285474776
316,10,182633113086
317,154,151774355328
318,139,56217365303
319,155,48906200343
320,23,10972411000
321,23,11569628285
322,29,83302732238
323,5,137523710083
324,156,160406632848
325,155,137451350914
326,83,140308824306
327,5,160436775609
328,10,119760809165
329,111,92894901283
330,77,56496361158
331,70,60827817689
332,157,178504440973
333,10,34547143450
334,10,70178566451
335,158,118180783722
335,159,113454076785
336,160,175025785898
337,161,94523465019
